t,raw_dt,draw_dt,sim_before,sim_after,advance,acc_after
1790366180.576,0.0210,0.0210,35.1167,35.1500,0.0333,0.0020
1790366180.599,0.0220,0.0220,35.1500,35.1667,0.0167,0.0073
1790366180.622,0.0230,0.0230,35.1667,35.1833,0.0167,0.0137
1790366180.644,0.0220,0.0220,35.1833,35.2167,0.0333,0.0023
1790366180.666,0.0220,0.0220,35.2167,35.2333,0.0167,0.0077
1790366180.694,0.0280,0.0280,35.2333,35.2667,0.0333,0.0023
1790366180.718,0.0240,0.0240,35.2667,35.2833,0.0167,0.0097
1790366180.740,0.0220,0.0220,35.2833,35.3000,0.0167,0.0150
1790366180.763,0.0230,0.0230,35.3000,35.3333,0.0333,0.0047
1790366180.786,0.0230,0.0230,35.3333,35.3500,0.0167,0.0110
1790366180.808,0.0220,0.0220,35.3500,35.3667,0.0167,0.0163
1790366180.833,0.0250,0.0250,35.3667,35.4000,0.0333,0.0080
1790366180.854,0.0220,0.0220,35.4000,35.4167,0.0167,0.0133
1790366180.879,0.0240,0.0240,35.4167,35.4500,0.0333,0.0040
1790366180.900,0.0210,0.0210,35.4500,35.4667,0.0167,0.0083
1790366180.923,0.0240,0.0240,35.4667,35.4833,0.0167,0.0157
